student_id,student_name,course_code,term,credits,has_prerequisites,midterm_score,final_score,assignment_score,total_score,passed,attendance_rate
20260004,William Waters,HU 323,Fall 2023,3,True,16,19,10,45,False,51.26
20260004,William Waters,CS 352,Fall 2024,4,False,7,13,0,20,False,58.23
20260004,William Waters,IS 351,Fall 2024,4,False,13,0,11,24,False,74.76
20260004,William Waters,IS 421,Spring 2024,4,True,14,10,7,31,False,59.42
20260004,William Waters,IS 414,Spring 2024,3,True,17,17,6,40,False,78.8
20260005,Samuel Christian,IS 365,Fall 2023,3,True,30,19,4,53,True,79.99
20260005,Samuel Christian,IS 422,Fall 2024,4,False,16,22,6,44,False,83.03
20260005,Samuel Christian,IS 351,Fall 2024,2,False,15,19,2,36,False,71.23
20260005,Samuel Christian,HU 122,Fall 2024,3,False,21,19,5,45,False,53.11
20260005,Samuel Christian,IS 415,Fall 2024,2,True,21,20,16,57,True,61.81
20260005,Samuel Christian,IS 453,Fall 2024,3,False,23,23,10,56,True,71.44
20260005,Samuel Christian,CS 213,Fall 2024,4,True,20,32,0,52,True,25.18
20260006,Amanda Spears,IS 448,Fall 2023,4,True,25,38,20,83,True,63.59
20260006,Amanda Spears,IT 111,Fall 2023,3,True,30,40,17,87,True,37.81
20260006,Amanda Spears,IS 211,Fall 2023,2,True,25,37,11,73,True,45.69
20260006,Amanda Spears,IS 442,Fall 2023,4,False,30,30,20,80,True,53.23
20260006,Amanda Spears,HU 332,Fall 2024,3,False,24,38,18,80,True,49.7
20260006,Amanda Spears,ST 121,Fall 2024,3,True,23,45,18,86,True,71.32
20260006,Amanda Spears,IS 434,Fall 2024,3,False,22,34,15,71,True,89.42
20260007,Nathan Vargas,IS 351,Fall 2023,2,True,20,28,10,58,True,88.73
20260007,Nathan Vargas,IS 342,Fall 2024,4,True,21,21,10,52,True,43.47
20260007,Nathan Vargas,CS 241,Spring 2024,4,True,14,38,8,60,True,68.81
20260007,Nathan Vargas,IS 231,Spring 2024,4,False,20,34,10,64,True,87.88
20260007,Nathan Vargas,IS 415,Spring 2024,4,True,12,33,10,55,True,52.66
20260007,Nathan Vargas,IS 241,Spring 2024,2,False,13,30,9,52,True,86.88
20260008,Amanda Miller,IS 441,Fall 2023,4,False,0,24,15,39,False,86.03
20260008,Amanda Miller,IS 496,Fall 2024,4,False,22,25,1,48,False,85.81
20260008,Amanda Miller,CS 316,Fall 2024,4,True,18,33,13,64,True,79.43
20260008,Amanda Miller,HU 213,Spring 2024,2,False,19,27,4,50,True,86.61
20260008,Amanda Miller,IS 448,Spring 2024,4,True,16,16,10,42,False,77.42
20260008,Amanda Miller,IT 111,Spring 2024,3,False,11,35,8,54,True,64.43
20260009,Crystal Parker,IT 222,Fall 2023,2,True,22,39,19,80,True,73.48
20260009,Crystal Parker,HU 112,Fall 2023,2,True,27,28,19,74,True,56.0
20260009,Crystal Parker,IS 333,Fall 2024,2,True,24,28,14,66,True,46.81
20260009,Crystal Parker,CS 313,Fall 2024,3,False,30,38,17,85,True,71.53
20260009,Crystal Parker,MA 112,Fall 2024,3,True,28,33,18,79,True,67.34
20260009,Crystal Parker,IS 444,Fall 2024,4,False,23,50,18,91,True,87.13
20260009,Crystal Parker,IS 352,Spring 2024,4,True,28,41,17,86,True,63.81
20260010,Sandra Carpenter,HU 112,Fall 2023,2,True,8,22,8,38,False,66.86
20260010,Sandra Carpenter,CS 214,Fall 2023,4,True,9,24,3,36,False,68.81
20260010,Sandra Carpenter,ST 121,Fall 2023,3,False,13,34,0,47,False,39.86
20260010,Sandra Carpenter,HU 313,Fall 2023,4,True,20,22,6,48,False,85.82
20260010,Sandra Carpenter,CS 213,Fall 2024,2,False,6,22,11,39,False,67.71
20260010,Sandra Carpenter,CS 241,Spring 2024,4,True,15,23,16,54,True,43.42
20260011,Catherine Cooley,IS 352,Fall 2023,3,True,30,43,13,86,True,65.91
20260011,Catherine Cooley,CS 214,Fall 2023,2,False,15,33,13,61,True,65.45
20260011,Catherine Cooley,IS 455,Fall 2024,2,True,30,38,17,85,True,93.11
20260011,Catherine Cooley,ST 122,Spring 2024,2,False,30,36,16,82,True,62.88
20260011,Catherine Cooley,PH 111,Spring 2024,2,False,22,37,17,76,True,81.69
20260012,Frank Bullock,IS 455,Fall 2023,3,False,23,30,16,69,True,26.14
20260012,Frank Bullock,HU 334,Fall 2023,3,False,15,44,20,79,True,64.05
20260012,Frank Bullock,IS 460,Fall 2024,4,False,27,47,14,88,True,69.0
20260012,Frank Bullock,HU 333,Spring 2024,3,False,24,37,17,78,True,81.36
20260012,Frank Bullock,ST 121,Spring 2024,2,True,23,46,12,81,True,96.02
20260012,Frank Bullock,HU 121,Spring 2024,3,False,23,37,13,73,True,58.13
20260013,Brad Rose,IS 460,Fall 2023,4,False,29,32,16,77,True,71.75
20260013,Brad Rose,CS 313,Fall 2023,3,False,21,29,4,54,False,89.37
20260013,Brad Rose,CS 316,Fall 2024,3,True,25,36,19,80,True,73.38
20260013,Brad Rose,IS 416,Fall 2024,3,False,28,23,5,56,True,79.19
20260013,Brad Rose,ST 122,Fall 2024,3,False,12,22,18,52,True,61.27
20260013,Brad Rose,IT 223,Spring 2024,2,False,16,34,14,64,True,73.12
20260014,Holly Sanchez,IS 415,Fall 2023,4,False,29,47,14,90,True,77.26
20260014,Holly Sanchez,HU 121,Fall 2023,4,False,30,36,17,83,True,70.86
20260014,Holly Sanchez,CS 352,Fall 2024,3,True,28,43,12,83,True,71.75
20260014,Holly Sanchez,IT 423,Spring 2024,3,True,29,46,17,92,True,75.38
20260014,Holly Sanchez,MA 113,Spring 2024,4,False,25,37,12,74,True,81.13
20260014,Holly Sanchez,IT 111,Spring 2024,2,True,19,45,16,80,True,93.68
20260015,Sara Cantu,IT 111,Fall 2023,3,False,22,43,15,80,True,59.58
20260015,Sara Cantu,IS 312,Fall 2023,3,False,26,37,14,77,True,92.65
20260015,Sara Cantu,IS 313,Fall 2023,3,False,28,32,20,80,True,41.94
20260015,Sara Cantu,IS 351,Fall 2024,2,True,20,36,17,73,True,88.96
20260015,Sara Cantu,CS 221,Fall 2024,3,True,24,41,18,83,True,66.98
20260015,Sara Cantu,HU 122,Fall 2024,2,False,28,47,13,88,True,98.45
20260015,Sara Cantu,HU 213,Spring 2024,2,False,29,32,11,72,True,82.38
20260016,David Wilson,IS 345,Fall 2023,4,True,20,36,13,69,True,67.67
20260016,David Wilson,AI 310,Fall 2023,4,False,21,41,18,80,True,57.64
20260016,David Wilson,ST 122,Fall 2023,4,False,25,33,18,76,True,62.79
20260016,David Wilson,IS 350,Fall 2023,2,True,25,38,20,83,True,52.25
20260016,David Wilson,IT 241,Spring 2024,4,False,30,30,16,76,True,68.18
20260017,Amber Alvarado DVM,IS 416,Fall 2023,3,True,14,50,18,82,True,92.13
20260017,Amber Alvarado DVM,HU 213,Fall 2024,3,False,24,38,16,78,True,61.71
20260017,Amber Alvarado DVM,IS 211,Fall 2024,3,True,30,36,16,82,True,83.72
20260017,Amber Alvarado DVM,IT 423,Spring 2024,4,False,20,40,10,70,True,57.0
20260017,Amber Alvarado DVM,MA 111,Spring 2024,2,True,26,45,12,83,True,90.93
20260017,Amber Alvarado DVM,IS 414,Spring 2024,2,True,24,50,13,87,True,69.55
20260017,Amber Alvarado DVM,CS 241,Spring 2024,4,True,30,41,14,85,True,52.46
20260018,Michael Nelson DDS,AI 310,Fall 2023,3,True,29,21,6,56,True,58.33
20260018,Michael Nelson DDS,IS 453,Fall 2023,4,True,14,25,14,53,True,43.68
20260018,Michael Nelson DDS,IS 334,Fall 2024,3,False,30,29,1,60,True,72.27
20260018,Michael Nelson DDS,HU 323,Fall 2024,2,False,14,19,0,33,False,82.01
20260018,Michael Nelson DDS,CS 352,Spring 2024,3,True,18,26,10,54,True,100.0
20260018,Michael Nelson DDS,IS 496,Spring 2024,4,True,17,14,7,38,False,62.75
20260018,Michael Nelson DDS,HU 213,Spring 2024,3,False,23,21,6,50,True,82.86
20260019,Allison Goodman,IS 414,Fall 2023,4,True,23,32,18,73,True,100.0
20260019,Allison Goodman,IS 312,Fall 2023,4,True,19,24,10,53,True,64.52
20260019,Allison Goodman,IS 450,Fall 2023,4,False,19,26,20,65,True,61.54
20260019,Allison Goodman,HU 122,Fall 2024,3,False,12,37,5,54,True,40.12
20260019,Allison Goodman,HU 121,Fall 2024,4,True,18,30,15,63,True,96.38
20260019,Allison Goodman,IS 448,Spring 2024,2,True,18,15,17,50,True,48.5
20260020,Matthew Harper IV,IS 333,Fall 2023,4,True,23,27,18,68,True,100.0
20260020,Matthew Harper IV,IS 211,Fall 2023,2,False,22,44,18,84,True,52.55
20260020,Matthew Harper IV,IS 451,Fall 2023,2,True,23,50,20,93,True,37.08
20260020,Matthew Harper IV,CS 213,Fall 2023,2,False,21,29,20,70,True,84.54
20260020,Matthew Harper IV,IS 416,Fall 2024,4,False,23,43,14,80,True,97.16
20260020,Matthew Harper IV,IS 350,Fall 2024,4,True,22,27,14,63,True,56.9
20260020,Matthew Harper IV,IS 453,Spring 2024,2,False,19,40,20,79,True,83.22
20260021,Amy Singh,HU 122,Fall 2023,3,False,17,29,8,54,True,75.52
20260021,Amy Singh,HU 213,Fall 2023,4,False,23,4,11,38,False,91.12
20260021,Amy Singh,IT 111,Fall 2023,4,True,8,25,4,37,False,77.95
20260021,Amy Singh,HU 331,Fall 2023,2,False,18,21,11,50,True,50.35
20260021,Amy Singh,HU 111,Fall 2023,3,False,24,42,17,83,True,76.55
20260021,Amy Singh,IT 223,Spring 2024,2,False,18,21,14,53,True,61.57
20260022,Alec Peters,HU 313,Fall 2023,2,True,18,35,9,62,True,69.48
20260022,Alec Peters,IS 351,Fall 2024,2,False,14,30,15,59,True,100.0
20260022,Alec Peters,IS 352,Fall 2024,2,False,25,21,13,59,True,100.0
20260022,Alec Peters,PH 111,Fall 2024,3,True,30,33,1,64,True,84.3
20260022,Alec Peters,IS 350,Spring 2024,4,True,22,34,6,62,True,58.83
20260023,Christopher Cook,HU 213,Fall 2023,2,False,24,29,15,68,True,72.41
20260023,Christopher Cook,CS 214,Fall 2023,4,True,17,27,7,51,True,72.14
20260023,Christopher Cook,PH 111,Fall 2024,2,True,10,17,5,32,False,74.13
20260023,Christopher Cook,HU 112,Spring 2024,4,False,13,29,6,48,False,57.03
20260023,Christopher Cook,HU 331,Spring 2024,4,False,16,14,1,31,False,82.43
20260023,Christopher Cook,CS 313,Spring 2024,3,False,16,19,9,44,True,74.0
20260024,Natasha Moore,IS 434,Fall 2023,4,False,30,42,17,89,True,77.13
20260024,Natasha Moore,IS 334,Fall 2023,4,False,24,39,15,78,True,76.78
20260024,Natasha Moore,IS 211,Fall 2024,3,False,27,41,15,83,True,80.42
20260024,Natasha Moore,IS 451,Fall 2024,4,True,27,38,13,78,True,85.01
20260024,Natasha Moore,IS 421,Spring 2024,4,False,19,46,18,83,True,95.11
20260024,Natasha Moore,IS 231,Spring 2024,4,True,23,34,14,71,True,72.87
20260024,Natasha Moore,IS 342,Spring 2024,3,False,22,43,16,81,False,61.49
20260025,Zachary Frye,IS 241,Fall 2023,2,False,18,31,11,60,True,87.94
20260025,Zachary Frye,IS 496,Fall 2024,4,True,13,29,8,50,True,59.21
20260025,Zachary Frye,CS 213,Fall 2024,3,True,25,28,20,73,True,80.96
20260025,Zachary Frye,AI 310,Fall 2024,2,False,13,10,16,39,False,34.26
20260025,Zachary Frye,IS 313,Spring 2024,3,True,17,39,12,68,True,100.0
20260025,Zachary Frye,HU 331,Spring 2024,3,False,14,24,3,41,False,59.11
20260025,Zachary Frye,IS 334,Spring 2024,3,False,17,18,7,42,False,67.48
20260026,Jonathan Johnson,IS 453,Fall 2024,4,False,13,24,8,45,False,79.0
20260026,Jonathan Johnson,HU 332,Fall 2024,2,True,17,27,0,44,False,61.81
20260026,Jonathan Johnson,CS 214,Spring 2024,3,True,13,30,0,43,False,91.7
20260026,Jonathan Johnson,IS 313,Spring 2024,4,True,9,31,11,51,True,90.0
20260026,Jonathan Johnson,IS 365,Spring 2024,4,True,18,36,20,74,True,87.8
20260027,Crystal Lewis,HU 122,Fall 2023,3,False,14,16,15,45,False,94.57
20260027,Crystal Lewis,IS 496,Fall 2023,4,False,13,50,10,73,True,94.41
20260027,Crystal Lewis,CS 214,Fall 2024,4,False,13,33,10,56,True,84.41
20260027,Crystal Lewis,HU 313,Fall 2024,3,True,11,8,13,32,False,86.78
20260027,Crystal Lewis,IS 360,Fall 2024,2,False,19,16,20,55,True,95.77
20260027,Crystal Lewis,IT 241,Spring 2024,3,False,12,23,3,38,False,58.36
20260028,Jerry Anderson,IS 442,Fall 2023,4,False,30,36,16,82,True,86.74
20260028,Jerry Anderson,CS 251,Fall 2024,3,True,30,44,19,93,True,77.61
20260028,Jerry Anderson,IS 334,Fall 2024,4,False,15,40,20,75,True,80.95
20260028,Jerry Anderson,IS 444,Fall 2024,3,False,16,29,13,58,True,73.57
20260028,Jerry Anderson,IS 333,Fall 2024,3,True,23,50,15,88,True,76.17
20260028,Jerry Anderson,IS 453,Spring 2024,2,False,21,35,20,76,True,67.04
20260029,Shelby Waters,IS 241,Fall 2023,3,False,23,28,7,58,True,94.06
20260029,Shelby Waters,HU 122,Fall 2023,3,False,30,17,5,52,True,83.77
20260029,Shelby Waters,IS 444,Fall 2024,4,True,21,14,8,43,False,73.88
20260029,Shelby Waters,MA 113,Spring 2024,2,True,8,36,16,60,True,87.41
20260029,Shelby Waters,IS 498,Spring 2024,4,True,10,21,4,35,False,63.6
20260030,Alyssa Holland,MA 112,Fall 2023,2,True,19,39,19,77,True,83.97
20260030,Alyssa Holland,CS 221,Fall 2023,2,True,30,43,15,88,True,70.13
20260030,Alyssa Holland,HU 213,Fall 2024,4,False,22,42,17,81,True,83.81
20260030,Alyssa Holland,ST 122,Fall 2024,3,True,30,44,12,86,True,65.93
20260030,Alyssa Holland,IS 342,Spring 2024,2,False,26,45,18,89,True,83.04
20260030,Alyssa Holland,IS 453,Spring 2024,4,False,29,40,13,82,True,96.57
20260030,Alyssa Holland,IS 313,Spring 2024,3,True,21,34,14,69,True,84.48
20260031,Lauren Ramos,IS 498,Fall 2023,4,True,24,37,19,80,True,74.33
20260031,Lauren Ramos,HU 332,Fall 2024,3,False,21,30,15,66,False,58.94
20260031,Lauren Ramos,IS 414,Fall 2024,3,False,28,38,17,83,True,94.39
20260031,Lauren Ramos,HU 313,Fall 2024,4,True,21,29,20,70,True,86.25
20260031,Lauren Ramos,MA 113,Fall 2024,4,True,23,35,18,76,True,77.33
20260031,Lauren Ramos,IT 221,Spring 2024,3,True,26,20,12,58,True,60.33
20260032,Laura Mitchell,IS 448,Fall 2023,4,True,27,33,17,77,True,100.0
20260032,Laura Mitchell,IS 442,Fall 2023,3,False,22,44,13,79,True,77.48
20260032,Laura Mitchell,AI 310,Fall 2023,2,False,29,34,16,79,True,91.44
20260032,Laura Mitchell,IS 453,Fall 2024,2,False,16,43,20,79,True,51.77
20260032,Laura Mitchell,CS 352,Fall 2024,3,False,24,39,14,77,True,75.55
20260032,Laura Mitchell,CS 213,Spring 2024,4,True,25,40,17,82,True,79.48
20260032,Laura Mitchell,IS 443,Spring 2024,2,False,30,48,12,90,True,89.9
20260033,Karen Murray,IS 334,Fall 2023,2,False,21,17,1,39,False,76.44
20260033,Karen Murray,IS 460,Fall 2023,4,False,13,14,5,32,False,43.22
20260033,Karen Murray,CS 251,Fall 2024,4,True,11,10,4,25,False,43.92
20260033,Karen Murray,CS 241,Fall 2024,4,True,15,15,8,38,False,54.57
20260033,Karen Murray,MA 112,Fall 2024,4,True,13,27,2,42,False,61.47
20260033,Karen Murray,MA 113,Spring 2024,3,True,7,21,6,34,False,56.57
20260033,Karen Murray,IS 365,Spring 2024,4,True,19,5,4,28,False,49.77
20260034,John Ware,IS 414,Fall 2023,2,True,24,23,14,61,True,59.19
20260034,John Ware,IS 241,Fall 2024,4,False,10,32,6,48,False,84.18
20260034,John Ware,IS 352,Fall 2024,2,False,22,22,0,44,False,80.83
20260034,John Ware,CS 221,Spring 2024,2,False,30,21,2,53,True,78.32
20260034,John Ware,HU 334,Spring 2024,2,True,24,17,19,60,True,100.0
20260034,John Ware,IS 421,Spring 2024,2,False,21,31,10,62,True,100.0
20260034,John Ware,CS 251,Spring 2024,4,True,18,32,0,50,True,77.84
20260035,Michael Ponce,IS 240,Fall 2024,2,True,24,42,11,77,True,93.14
20260035,Michael Ponce,CS 112,Fall 2024,4,True,24,47,12,83,True,68.81
20260035,Michael Ponce,IT 423,Fall 2024,4,False,29,47,20,96,True,74.62
20260035,Michael Ponce,IS 350,Fall 2024,2,False,25,50,10,85,True,84.07
20260035,Michael Ponce,IS 231,Spring 2024,3,False,17,46,17,80,True,70.72
20260035,Michael Ponce,MA 111,Spring 2024,4,True,30,47,19,96,True,60.55
20260036,Jeffrey Rogers,HU 313,Fall 2024,2,False,26,25,17,68,True,69.46
20260036,Jeffrey Rogers,IS 415,Fall 2024,2,False,24,50,14,88,True,55.25
20260036,Jeffrey Rogers,CS 112,Spring 2024,4,True,22,33,18,73,True,75.0
20260036,Jeffrey Rogers,HU 323,Spring 2024,3,False,20,43,17,80,True,63.85
20260036,Jeffrey Rogers,HU 112,Spring 2024,2,True,30,39,15,84,True,58.64
20260036,Jeffrey Rogers,IS 360,Spring 2024,2,True,24,26,19,69,True,77.49
20260036,Jeffrey Rogers,IS 422,Spring 2024,2,False,27,28,18,73,True,71.47
20260037,Devin Garcia,IS 441,Fall 2023,3,False,23,31,12,66,True,36.82
20260037,Devin Garcia,IS 421,Fall 2023,4,False,16,28,3,47,False,77.67
20260037,Devin Garcia,AI 310,Fall 2023,3,False,12,29,19,60,True,72.61
20260037,Devin Garcia,CS 111,Fall 2024,3,True,18,21,15,54,True,74.61
20260037,Devin Garcia,IS 351,Fall 2024,3,True,18,28,12,58,True,88.04
20260037,Devin Garcia,IS 350,Fall 2024,2,True,23,37,14,74,True,51.43
20260037,Devin Garcia,IS 453,Spring 2024,3,False,17,17,8,42,False,98.17
20260038,Hunter Garner,HU 213,Fall 2023,3,False,18,26,10,54,True,90.18
20260038,Hunter Garner,CS 112,Fall 2024,3,True,5,29,5,39,False,69.39
20260038,Hunter Garner,IS 453,Fall 2024,4,False,27,25,15,67,True,94.54
20260038,Hunter Garner,CS 251,Fall 2024,3,True,13,18,5,36,False,85.8
20260038,Hunter Garner,IS 231,Spring 2024,2,True,22,35,17,74,True,96.97
20260039,Gina Burton,IS 450,Fall 2023,2,True,22,36,16,74,True,97.23
20260039,Gina Burton,IS 211,Fall 2023,4,True,24,40,13,77,True,74.24
20260039,Gina Burton,IS 435,Fall 2023,2,False,19,36,15,70,False,62.06
20260039,Gina Burton,PH 111,Fall 2024,3,True,27,47,20,94,True,61.26
20260039,Gina Burton,CS 214,Spring 2024,4,True,17,28,18,63,True,68.79
20260040,Kevin Morris,IT 111,Fall 2023,4,True,26,36,20,82,True,72.64
20260040,Kevin Morris,MA 112,Fall 2024,4,False,20,42,19,81,True,91.33
20260040,Kevin Morris,IT 241,Fall 2024,2,False,20,39,19,78,True,99.09
20260040,Kevin Morris,IS 365,Spring 2024,2,True,24,50,20,94,True,73.83
20260040,Kevin Morris,IS 351,Spring 2024,3,True,30,41,20,91,True,80.07
20260040,Kevin Morris,IS 360,Spring 2024,4,True,21,33,15,69,True,71.07
20260041,Justin Watson,IT 221,Fall 2023,3,True,21,49,19,89,True,75.4
20260041,Justin Watson,IS 352,Fall 2023,3,True,30,29,11,70,True,59.93
20260041,Justin Watson,CS 316,Fall 2023,3,True,30,39,20,89,True,79.96
20260041,Justin Watson,IS 240,Fall 2024,4,True,20,38,14,72,True,65.51
20260041,Justin Watson,CS 241,Spring 2024,3,True,27,44,10,81,True,97.17
20260041,Justin Watson,IS 444,Spring 2024,3,False,21,37,16,74,True,59.58
20260042,Jennifer Wilson,IT 222,Fall 2023,3,False,20,39,20,79,True,75.11
20260042,Jennifer Wilson,CS 213,Fall 2023,4,True,30,19,5,54,True,56.93
20260042,Jennifer Wilson,HU 333,Fall 2024,2,False,27,14,3,44,False,80.16
20260042,Jennifer Wilson,ST 121,Fall 2024,3,True,15,38,8,61,True,90.17
20260042,Jennifer Wilson,AI 310,Spring 2024,2,False,16,30,12,58,True,63.53
20260042,Jennifer Wilson,HU 334,Spring 2024,3,False,17,5,7,29,False,90.68
20260043,Lori Mitchell,IS 211,Fall 2023,3,True,22,37,19,78,True,100.0
20260043,Lori Mitchell,IS 241,Fall 2023,2,False,17,47,16,80,True,53.1
20260043,Lori Mitchell,CS 112,Fall 2024,4,True,27,41,20,88,True,55.59
20260043,Lori Mitchell,CS 313,Spring 2024,3,True,30,32,20,82,True,62.48
20260043,Lori Mitchell,IS 360,Spring 2024,2,False,30,37,20,87,True,72.49
20260043,Lori Mitchell,IT 211,Spring 2024,3,False,23,33,14,70,True,89.26
20260044,William Whitney,CS 111,Fall 2023,4,True,9,18,11,38,False,93.87
20260044,William Whitney,IS 312,Fall 2023,4,True,8,27,7,42,False,75.76
20260044,William Whitney,CS 241,Fall 2023,3,True,11,37,18,66,True,79.58
20260044,William Whitney,IT 111,Fall 2023,4,True,19,25,11,55,True,50.31
20260044,William Whitney,IS 350,Fall 2023,4,False,29,23,10,62,True,65.24
20260044,William Whitney,IS 415,Spring 2024,3,False,15,27,2,44,False,76.99
20260044,William Whitney,IS 448,Spring 2024,2,True,10,9,10,29,False,94.68
20260045,Jacob Trujillo,CS 112,Fall 2023,3,True,20,50,17,87,True,69.43
20260045,Jacob Trujillo,IS 496,Fall 2024,3,True,18,37,12,67,True,74.5
20260045,Jacob Trujillo,MA 113,Fall 2024,4,True,23,31,17,71,True,81.47
20260045,Jacob Trujillo,IS 451,Fall 2024,4,True,28,43,13,84,True,87.11
20260045,Jacob Trujillo,IS 448,Spring 2024,3,True,28,44,17,89,True,100.0
20260045,Jacob Trujillo,IT 211,Spring 2024,4,False,24,42,14,80,True,76.39
20260046,April Russell,IS 415,Fall 2023,2,True,20,42,15,77,True,100.0
20260046,April Russell,HU 331,Fall 2024,2,False,28,40,17,85,True,69.6
20260046,April Russell,CS 213,Fall 2024,4,True,23,31,16,70,True,72.11
20260046,April Russell,IS 313,Fall 2024,2,True,13,33,19,65,True,66.98
20260046,April Russell,MA 112,Spring 2024,4,True,18,41,19,78,True,84.16
20260046,April Russell,IS 434,Spring 2024,2,False,23,41,17,81,True,60.74
20260047,Nicholas Martinez,HU 334,Fall 2023,4,False,4,24,5,33,False,57.56
20260047,Nicholas Martinez,IS 441,Fall 2023,2,False,17,17,6,40,False,60.76
20260047,Nicholas Martinez,IS 451,Fall 2024,3,True,13,8,0,21,False,78.98
20260047,Nicholas Martinez,IS 342,Fall 2024,3,False,18,30,3,51,True,82.24
20260047,Nicholas Martinez,IS 414,Spring 2024,3,True,14,18,2,34,False,75.66
20260047,Nicholas Martinez,HU 213,Spring 2024,4,False,7,20,9,36,False,63.04
20260047,Nicholas Martinez,IT 423,Spring 2024,2,False,18,6,3,27,False,60.05
20260048,Cathy Ramos,CS 316,Fall 2023,2,False,26,23,6,55,True,68.13
20260048,Cathy Ramos,IS 448,Fall 2023,4,True,11,20,7,38,False,71.48
20260048,Cathy Ramos,CS 251,Fall 2024,2,True,16,28,17,61,True,91.37
20260048,Cathy Ramos,IS 442,Fall 2024,4,False,16,30,15,61,True,83.21
20260048,Cathy Ramos,MA 111,Spring 2024,2,True,15,24,5,44,False,82.37
20260048,Cathy Ramos,CS 352,Spring 2024,3,False,13,23,12,48,False,87.19
20260049,Edward Smith,IS 240,Fall 2023,3,True,20,38,20,78,True,65.82
20260049,Edward Smith,IS 312,Fall 2024,4,True,24,40,15,79,True,63.01
20260049,Edward Smith,IS 231,Fall 2024,3,True,29,50,15,94,True,83.0
20260049,Edward Smith,IT 111,Spring 2024,4,True,11,25,19,55,True,100.0
20260049,Edward Smith,AI 310,Spring 2024,2,False,28,28,16,72,True,54.79
20260050,Brad Reyes,IS 365,Fall 2023,2,True,28,39,12,79,True,59.17
20260050,Brad Reyes,IS 435,Fall 2024,3,False,29,47,11,87,True,79.96
20260050,Brad Reyes,PH 111,Fall 2024,4,True,25,38,20,83,True,60.89
20260050,Brad Reyes,HU 122,Fall 2024,3,False,30,42,19,91,True,62.73
20260050,Brad Reyes,HU 334,Spring 2024,4,False,23,48,16,87,True,75.75
20260050,Brad Reyes,IS 211,Spring 2024,3,False,30,41,15,86,True,72.28
20260051,Jessica Flores,IS 442,Fall 2023,3,True,11,7,6,24,False,53.71
20260051,Jessica Flores,IT 211,Fall 2023,4,False,9,21,3,33,False,56.42
20260051,Jessica Flores,IS 414,Fall 2024,3,True,12,6,10,28,False,50.6
20260051,Jessica Flores,IS 321,Spring 2024,4,False,16,17,7,40,False,48.13
20260051,Jessica Flores,IT 423,Spring 2024,3,False,21,16,15,52,True,58.31
20260051,Jessica Flores,IS 453,Spring 2024,2,False,9,7,9,25,False,45.12
20260052,Julie Lowe,IS 240,Fall 2023,4,True,25,49,18,92,True,74.83
20260052,Julie Lowe,IS 365,Fall 2023,4,True,18,36,19,73,True,81.28
20260052,Julie Lowe,HU 112,Fall 2024,3,False,23,18,17,58,True,87.53
20260052,Julie Lowe,CS 352,Fall 2024,4,False,24,19,14,57,True,51.15
20260052,Julie Lowe,IT 222,Fall 2024,4,True,26,30,14,70,True,74.86
